id,location,link_dom_ria_com,rooms,area_general_living_kitch,floor,price_usd,post_date,scrape_date1,views1,scrape_date2,views2,scrape_date_cal1,scrape_date_cal2,views_0,views_decision_%,views_decision1_%
25879120,вул. Різдвяна,-harkov-tsentr-ojdevenkaya-lia-25879120.html,1,13 м²\ 8 м²\ 3 м²,2th of 3,9 200,2024-04-16,2025-01-24,19586.0,2025-01-29,19760.0,283.0,288.0,2937.9,Unreal,0.89
25196855,вул. Букова 1А,-harkov-oleksyiyivka-bkovaya-lia-25196855.html,1,35 м²\ 20 м²\ 10 м²,3th of 6,14 000,2024-06-27,2025-01-24,16017.0,2025-01-29,16071.0,211.0,216.0,2402.55,Unreal,0.34
32222435,вул. Чайковська,-harkov-kievskiy-chaykovskaya-ulitsa-32222435.html,1,35 м²\ 25 м²\ 4 м²,3th of 4,22 000,2025-01-23,2025-01-24,1831.0,2025-01-29,2145.0,1.0,6.0,1971.76,Unreal,-72.5
26797647,вул. Букова 1А,-harkov-alekseevka-bkovaya-lia-26797647.html,2,51 м²\ 35 м²\ 12 м²,2th of 6,15 300,2024-06-27,2025-01-24,13058.0,2025-01-29,13199.0,211.0,216.0,1958.7,Unreal,1.08
31361239,просп. Людвіга Свободи 40,-harkov-shevchenkovskiy-lyudviga-svobody-prospekt-31361239.html,3,66 м²\ 40 м²\ 7 м²,10th of 12,42 000,2025-01-22,2025-01-24,2837.0,2025-01-29,3183.0,2.0,7.0,1641.9,Unreal,-55.27
31189695,"вул. Гвардійців-Широнінців 59А, кв.",-harkov-521yiy-mikrorayon-vadeyevioninev-lia-31189695.html,4,57 м²\ 44.6 м²\ 7.2 м²,4th of 5,30 800,2024-07-25,2025-01-24,10221.0,2025-01-29,10263.0,183.0,188.0,1533.15,Unreal,0.41
26971359,просп. Тракторобудівників,-harkov-htz-26971359.html,1,36 м²\ 20 м²\ 9 м²,3th of 10,10 500,2024-07-26,2025-01-24,10039.0,2025-01-29,10112.0,182.0,187.0,1505.85,Unreal,0.73
25877262,вул. Багалія,-harkov-tsentr-ipieva-lia-25877262.html,1,17 м²\ 10 м²\ 3 м²,2th of 3,15 000,2024-06-20,2025-01-24,10018.0,2025-01-29,10087.0,218.0,223.0,1502.7,Unreal,0.69
20595181,вул. Ботанічна,-harkov-shevchenkovskiy-boaniekiy-peelok-20595181.html,3,119 м²\ 70 м²\ 20 м²,9th of 15,114 000,2024-04-09,2025-01-24,9953.0,2025-01-29,9996.0,290.0,295.0,1492.95,Unreal,0.43
27334681,"вул. Букова 1А, кв.",-harkov-alekseevka-bukovaya-ulitsa-27334681.html,2,47.1 м²\ 22.2 м²\ 8.6 м²,2th of 3,21 000,2024-06-17,2025-01-24,9778.0,2025-01-29,9844.0,221.0,226.0,1466.7,Unreal,0.67
27151753,вул. Ботанічна 2,-harkov-tsentr-boaniekaya-lia-27151753.html,3,97.5 м²\ 76 м²\ 12 м²,6th of 15,150 000,2024-05-15,2025-01-24,8758.0,2025-01-29,8826.0,254.0,259.0,1313.7,Unreal,0.78
29242634,пров. Академіка Підгорного 7/59,-harkov-htz-akademika-podgornogo-pereulok-29242634.html,1,23.8 м²\ 12.4 м²\ 5 м²,1th of 2,8 500,2024-07-26,2025-01-24,8508.0,2025-01-29,8594.0,182.0,187.0,1276.2,Unreal,1.01
26143746,вул. Олексія Дерев'янка 16А,-harkov-pavlovo-pole-deevyanko-lia-26143746.html,1,35 м²\ 25 м²\ 8 м²,6th of 6,24 000,2024-06-27,2025-01-24,8317.0,2025-01-29,8386.0,211.0,216.0,1247.55,Unreal,0.83
30792467,вул. Вознесенська,-harkov-saltovskiy-feyerbaha-ulitsa-30792467.html,1,14.2 м²\ 10 м²\ 2 м²,1th of 5,14 000,2024-04-10,2025-01-24,7992.0,2025-01-29,8105.0,289.0,294.0,1198.8,Unreal,1.41
26431917,вул. Вернадського,-harkov-osnovyanskiy-vernadskogo-ulitsa-26431917.html,2,79.9 м²\ 58.4 м²\ 9.1 м²,12th of 15,70 000,2024-11-06,2025-01-24,7825.0,,,79.0,,1173.76,Unreal,
29892293,просп. Ювілейний 38Д,-harkov-saltovskiy-yubileynyy-prospekt-29892293.html,2,63 м²\ 34 м²\ 6 м²,1th of 5,28 000,2025-01-22,2025-01-24,2006.0,2025-01-29,2033.0,2.0,7.0,1160.96,Unreal,-59.59
32412093,вул. Адиґейська 6,-harkov-saltovskiy-adygeyskaya-ulitsa-32412093.html,2,50.9 м²\ 28.8 м²\ 7 м²,2th of 2,18 900,2025-01-22,2025-01-24,1924.0,2025-01-29,2215.0,2.0,7.0,1113.5,Unreal,-54.1
26141284,вул. Велика Кільцева,-harkov-roganskiy-bolaya-olevaya-lia-26141284.html,3,74 м²\ 53 м²\ 18 м²,5th of 5,32 000,2024-06-14,2025-01-24,7087.0,2025-01-29,7157.0,224.0,229.0,1063.05,Unreal,0.99
31123243,вул. Будівельна,-harkov-kievskiy-stroitelnaya-ulitsa-31123243.html,1,24.4 м²\ 16.9 м²\ 14.3 м²,3th of 6,4 500,2024-09-26,2025-01-24,6996.0,2025-01-29,7142.0,120.0,125.0,1049.4,Unreal,2.09
25674776,вул. Ботанічна,-harkov-shevchenkovskiy-boaniekaya-lia-25674776.html,3,117 м²\ 90 м²\ 15 м²,15th of 15,125 000,2024-04-08,2025-01-24,6979.0,2025-01-29,7026.0,291.0,296.0,1046.85,Unreal,0.67
24743739,вул. Новоолександрівська,-harkov-kievskiy-24743739.html,3,106 м²\ 75 м²\ 35 м²,2th of 13,85 500,2024-05-29,2025-01-24,6855.0,2025-01-29,6864.0,240.0,245.0,1028.25,Unreal,0.13
25673582,вул. Ботанічна 2,-harkov-tsentr-boaniekaya-lia-25673582.html,2,78 м²\ 38 м²\ 13 м²,8th of 15,65 700,2024-04-08,2025-01-24,6673.0,2025-01-29,6713.0,291.0,296.0,1000.95,Unreal,0.6
31296536,вул. Сковороди 32,-harkov-skovorody-ulitsa-31296536.html,2,76 м²\ 44 м²\ 7.4 м²,2th of 5,38 500,2024-10-02,2025-01-24,6551.0,2025-01-29,6669.0,114.0,119.0,982.65,Unreal,1.8
26091294,вул. Букова 1А,-harkov-alekseevka-bkovaya-lia-26091294.html,2,47 м²\ 30 м²\ 12 м²,2th of 5,38 000,2024-06-27,2025-01-24,6551.0,2025-01-29,6596.0,211.0,216.0,982.65,Unreal,0.69
27071382,вул. Вознесенська,-harkov-saltovskiy-eyebaa-lia-27071382.html,1,22.5 м²\ 14.2 м²,2th of 2,19 000,2024-09-03,2025-01-24,6542.0,2025-01-29,6629.0,143.0,148.0,981.3,Unreal,1.33
31822128,вул. Велика Панасівська 232,-harkov-bolshaya-panasovskaya-ulitsa-31822128.html,2,39 м²\ 32 м²,1th of 9,14 500,2024-06-27,2025-01-24,6534.0,2025-01-29,6657.0,211.0,216.0,980.1,Unreal,1.88
26399251,пров. Заводський 7,-harkov-osnova-zavodkoy-peelok-26399251.html,2,34 м²\ 22 м²\ 6 м²,2th of 2,13 500,2024-05-24,2025-01-24,6516.0,2025-01-29,6583.0,245.0,250.0,977.4,Unreal,1.03
30824005,вул. Дарвіна 3/5,-harkov-kievskiy-darvina-ulitsa-30824005.html,2,60.5 м²\ 29.4 м²\ 11.8 м²,4th of 4,80 000,2024-05-01,2025-01-24,6460.0,2025-01-29,6482.0,268.0,273.0,969.0,Unreal,0.34
27923066,вул. Велика Панасівська 54,-harkov-holodnogorskiy-bolshaya-panasovskaya-ulitsa-27923066.html,2,35 м²\ 24 м²\ 5 м²,6th of 6,25 500,2024-06-21,2025-01-24,6294.0,2025-01-29,6394.0,217.0,222.0,944.1,Unreal,1.59
32088036,вул. Смольна 26,-harkov-slobodskoy-smolnaya-ulitsa-32088036.html,1,33.7 м²\ 21.4 м²\ 20.2 м²,2th of 3,10 500,2024-08-13,2025-01-24,6230.0,2025-01-29,6376.0,164.0,169.0,934.5,Unreal,2.34
26964394,вул. Букова,-harkov-alekseevka-bukovaya-ulitsa-26964394.html,1,35 м²\ 20 м²\ 12 м²,2th of 6,13 000,2024-07-25,2025-01-24,6193.0,2025-01-29,6267.0,183.0,188.0,928.95,Unreal,1.19
26390877,вул. Вернадського 1,-harkov-levada-enadkogo-lia-26390877.html,3,123.1 м²\ 60.2 м²\ 17.2 м²,4th of 10,129 000,2024-08-20,2025-01-24,6190.0,2025-01-29,6222.0,157.0,162.0,928.5,Unreal,0.52
26901676,вул. Озерянська 13,-harkov-holodnaya-gora-zeyankaya-lia-26901676.html,2,34 м²\ 24 м²\ 7 м²,1th of 3,24 000,2024-07-25,2025-01-24,6183.0,2025-01-29,6252.0,183.0,188.0,927.45,Unreal,1.12
25625212,вул. Римарська 25,-harkov-tsentr-makaya-lia-25625212.html,2,82 м²\ 65 м²\ 10 м²,13th of 16,84 000,2024-07-27,2025-01-24,6164.0,2025-01-29,6226.0,181.0,186.0,924.6,Unreal,1.01
31114229,просп. Героїв Харкова 2/2,-harkov-nagornyy-kievskiy-geroev-harkova-moskovskiy-prospekt-31114229.html,3,51.8 м²\ 31.1 м²\ 8 м²,3th of 7,60 000,2024-09-01,2025-01-24,6136.0,2025-01-29,6204.0,145.0,150.0,920.4,Unreal,1.11
30786764,вул. Кооперативна 5,-harkov-osnovyanskiy-kooperativnaya-ulitsa-30786764.html,2,60 м²\ 31.6 м²\ 9 м²,4th of 5,80 000,2024-05-01,2025-01-24,5993.0,2025-01-29,6029.0,268.0,273.0,898.95,Unreal,0.6
32059987,3-й пров. Таганський,-harkov-holodnogorskiy-taganskiy-3-y-pereulok-32059987.html,2,44 м²\ 30 м²\ 9 м²,1th of 2,7 500,2024-08-12,2025-01-24,5936.0,2025-01-29,6101.0,165.0,170.0,890.4,Unreal,2.78
28704157,пров. Троїцький 1,-harkov-tsentr-oikiy-peelok-28704157.html,1,13 м²\ 13 м²,1th of 3,18 000,2025-01-03,2025-01-24,5575.0,2025-01-29,5679.0,21.0,26.0,873.69,Unreal,-0.49
25217780,вул. Переяславська,-harkov-holodnaya-gora-eeyalavkaya-lia-25217780.html,3,104 м²\ 80 м²\ 15 м²,1th of 6,42 000,2024-05-23,2025-01-24,5802.0,2025-01-29,5857.0,246.0,251.0,870.3,Unreal,0.95
25237465,вул. Червоножовтнева 46,-harkov-novobavarskiy-oneva-lia-25237465.html,1,21.8 м²\ 17 м²\ 3.6 м²,1th of 2,8 500,2024-08-07,2025-01-24,5771.0,2025-01-29,5852.0,170.0,175.0,865.65,Unreal,1.4
26920157,вул. Сомівська 24,-harkov-somovskaya-ulitsa-26920157.html,3,35 м²\ 32.4 м²\ 3 м²,2th of 3,10 500,2024-09-15,2025-01-24,5765.0,2025-01-29,5963.0,131.0,136.0,864.75,Unreal,3.43
27146624,вул. Ужвій Наталії 112,-harkov-saltovskiy-jviy-aali-lia-27146624.html,2,53.3 м²\ 29.6 м²\ 11.8 м²,9th of 16,16 000,2024-04-11,2025-01-24,5750.0,2025-01-29,5813.0,288.0,293.0,862.5,Unreal,1.1
26298613,вул. Роганська,-harkov-industrialnyiy-ogankaya-lia-26298613.html,2,73.2 м²\ 40.3 м²\ 9.5 м²,12th of 14,35 000,2024-09-12,2025-01-24,5713.0,2025-01-29,5754.0,134.0,139.0,856.95,Unreal,0.72
28791946,просп. Героїв Харкова,-harkov-nemyishlyanskiy-vleoyiv-akova-28791946.html,3,100 м²\ 27 м²\ 38 м²,11th of 14,150 000,2024-07-29,2025-01-24,5550.0,2025-01-29,5582.0,179.0,184.0,832.5,Unreal,0.58
29867105,наб. Гімназійна 26,-harkov-aeroport-gimnazicheskaya-naberejnaya-29867105.html,2,44 м²\ 34 м²\ 7 м²,8th of 9,23 500,2024-03-31,2025-01-24,5537.0,2025-01-29,5643.0,299.0,304.0,830.55,Unreal,1.91
25253953,вул. Велика Кільцева 4,-harkov-industrialnyiy-bolaya-olevaya-lia-25253953.html,3,78.7 м²\ 50 м²\ 18 м²,5th of 5,32 000,2024-03-13,2025-01-24,5518.0,2025-01-29,5579.0,317.0,322.0,827.7,Unreal,1.11
30471140,вул. Соборності України 246,-harkov-saltovskiy-drujby-narodov-ulitsa-30471140.html,1,36.3 м²\ 17.9 м²\ 8.1 м²,4th of 16,16 000,2024-05-15,2025-01-24,5472.0,2025-01-29,5486.0,254.0,259.0,820.8,Unreal,0.26
32364537,просп. Людвіга Свободи 34,-harkov-337-oy-mikrorayon-lyudviga-svobody-prospekt-32364537.html,3,65 м²\ 44.4 м²\ 6.1 м²,9th of 12,67 500,2024-10-22,2025-01-24,5388.0,,,94.0,,808.2,Unreal,
27011292,вул. Ботанічна 2,-harkov-tsentr-botanicheskaya-ulitsa-27011292.html,3,99 м²\ 75 м²\ 15 м²,3th of 15,90 000,2024-04-07,2025-01-24,5320.0,2025-01-29,5367.0,292.0,297.0,798.0,Unreal,0.88
30392948,вул. Сумська 19,-harkov-shevchenkovskiy-sumskaya-ulitsa-30392948.html,5,117 м²\ 84.2 м²\ 9.8 м²,3th of 3,60 604,2024-12-06,2025-01-24,5303.0,,,49.0,,795.96,Unreal,
26497160,просп. Дзюби 9,-harkov-novaya-bavariya-dzb-popek-26497160.html,2,47 м²\ 30 м²\ 6 м²,4th of 5,16 500,2024-10-03,2025-01-24,5218.0,2025-01-29,5292.0,113.0,118.0,782.7,Unreal,1.42
31280795,вул. Полтавський Шлях 41,-harkov-panasovka-poltavskiy-shlyah-ulitsa-31280795.html,2,36.8 м²\ 4 м²,2th of 2,11 500,2024-08-05,2025-01-24,5196.0,,,172.0,,779.4,Unreal,
26776141,вул. Світла 27А,-harkov-saltovskiy-svetlaya-ulitsa-26776141.html,2,45 м²\ 28 м²\ 6 м²,4th of 5,16 000,2024-06-05,2025-01-24,5179.0,2025-01-29,5237.0,233.0,238.0,776.85,Unreal,1.12
29277747,просп. Тракторобудівників 94В,-harkov-604yiy-mikrorayon-akoooieley-popek-29277747.html,1,41.6 м²\ 17.1 м²\ 11 м²,2th of 16,33 000,2024-04-23,2025-01-24,5176.0,2025-01-29,5192.0,276.0,281.0,776.4,Unreal,0.31
31306119,вул. Клочківська 117,-harkov-nagornyy-shevchenkovskiy-klochkovskaya-ulitsa-31306119.html,2,76 м²\ 30 м²\ 20 м²,5th of 21,117 000,2024-07-25,2025-01-24,5148.0,2025-01-29,5165.0,183.0,188.0,772.2,Unreal,0.33
32218068,майд. Павлівський 8,-harkov-osnovyanskiy-pavlovskiy-maydan-32218068.html,2,50 м²\ 28 м²\ 7 м²,2th of 6,30 000,2024-09-11,2025-01-24,5111.0,2025-01-29,5277.0,135.0,140.0,766.65,Unreal,3.25
27855497,"пров. Гурченко Людмили 3,",-harkov-shevchenkovskiy-gurchenko-lyudmily-pereulok-27855497.html,3,86 м²\ 59.5 м²\ 10.7 м²,3th of 4,51 000,2024-07-25,2025-01-24,5108.0,2025-01-29,5157.0,183.0,188.0,766.2,Unreal,0.96
31214743,вул. Академіка Проскури 9Б,-harkov-kievskiy-akademika-proskury-ulitsa-31214743.html,2,44.6 м²\ 27.8 м²\ 5.4 м²,5th of 5,12 500,2024-08-13,2025-01-24,5098.0,2025-01-29,5205.0,164.0,169.0,764.7,Unreal,2.1
31717016,вул. Москалівська 9,-harkov-osnovyanskiy-moskalevskaya-ulitsa-31717016.html,3,66.3 м²\ 38.1 м²\ 7.3 м²,13th of 14,47 000,2024-06-12,2025-01-24,5012.0,2025-01-29,5039.0,226.0,231.0,751.8,Unreal,0.54
31015094,пр. Стадіонний 17,-harkov-novyie-doma-nemyishlyanskiy-adionny-poezd-31015094.html,2,42.9 м²\ 29 м²\ 4.5 м²,2th of 9,21 500,2024-08-07,2025-01-24,5002.0,2025-01-29,5088.0,170.0,175.0,750.3,Unreal,1.72
31747279,вул. Сумська,-harkov-shevchenkovskiy-sumskaya-ulitsa-31747279.html,1,17 м²\ 14 м²\ 2 м²,5th of 6,21 000,2024-07-31,2025-01-24,4879.0,2025-01-29,5004.0,177.0,182.0,731.85,Unreal,2.56
31129381,вул. Мироносицька 65,-harkov-nagornyy-kievskiy-mironositskaya-ulitsa-31129381.html,2,50.3 м²\ 31.6 м²\ 8.9 м²,4th of 4,18 000,2024-08-18,2025-01-24,4813.0,,,159.0,,721.95,Unreal,
26661408,вул. Гвардійців-Широнінців 50,-harkov-saltovskiy-gvardeytsev-shironintsev-ulitsa-26661408.html,3,68 м²\ 40 м²\ 8 м²,7th of 10,20 500,2024-05-07,2025-01-24,4779.0,2025-01-29,4831.0,262.0,267.0,716.85,Unreal,1.09
32234304,пр. Комунальний 3А,-harkov-nemyshlyanskiy-kommunalnyy-proezd-32234304.html,2,44 м²\ 26.5 м²\ 14.5 м²,4th of 5,15 000,2024-09-20,2025-01-24,4778.0,2025-01-29,4897.0,126.0,131.0,716.7,Unreal,2.49
31747421,вул. Амосова 40,-harkov-nemyshlyanskiy-amosova-ulitsa-31747421.html,2,45 м²\ 27 м²\ 8 м²,7th of 12,18 000,2024-06-16,2025-01-24,4773.0,2025-01-29,4811.0,222.0,227.0,715.95,Unreal,0.8
31638940,просп. Байрона,-harkov-odesskaya-bayrona-geroev-stalingrada-prospekt-31638940.html,2,41 м²\ 30 м²\ 6 м²,4th of 4,22 000,2025-01-21,2025-01-24,1713.0,2025-01-29,1899.0,3.0,8.0,709.08,Unreal,-42.51
27052064,вул. Лелюківська 1А,-harkov-moskalevka-novobavarskiy-elkovkaya-lia-27052064.html,2,66 м²\ 41 м²\ 8 м²,1th of 4,15 500,2025-01-16,2025-01-24,3233.0,2025-01-29,3477.0,8.0,13.0,693.97,Unreal,-12.38
31534952,пров. Лосівський 4В,-harkov-holodnogorskiy-losevskiy-pereulok-31534952.html,3,80 м²\ 60 м²\ 20 м²,9th of 10,77 000,2024-12-06,2025-01-24,4591.0,2025-01-29,4667.0,49.0,54.0,689.09,Unreal,1.62
30356602,пров. Пілотів 3,-harkov-aeroport-pilotov-pereulok-30356602.html,3,49 м²\ 23 м²\ 5 м²,4th of 5,20 000,2024-04-09,2025-01-24,4590.0,2025-01-29,4637.0,290.0,295.0,688.5,Unreal,1.02
32103093,узвіз Куликівський 8/10,-harkov-kievskiy-kulikovskiy-spusk-32103093.html,3,67.9 м²\ 46.8 м²\ 7.1 м²,4th of 5,30 000,2024-08-15,2025-01-24,4565.0,2025-01-29,4695.0,162.0,167.0,684.75,Unreal,2.85
32465337,узвіз Куликівський 13,-harkov-tsentr-kulikovskiy-spusk-32465337.html,3,57.1 м²\ 43.5 м²\ 5.5 м²,2th of 5,25 000,2024-11-19,2025-01-24,4439.0,2025-01-29,4698.0,66.0,71.0,665.88,Unreal,5.83
31962865,вул. Валентинівська 58А,-harkov-saltovskiy-valentinovskaya-ulitsa-31962865.html,2,29.6 м²\ 29.6 м²\ 2 м²,7th of 9,11 000,2024-07-22,2025-01-24,4423.0,2025-01-29,4503.0,186.0,191.0,663.45,Unreal,1.81
28005216,просп. Героїв Харкова 118,-harkov-slobodskoy-geroev-harkova-moskovskiy-prospekt-28005216.html,1,27.6 м²\ 24.9 м²,3th of 7,7 800,2024-08-23,2025-01-24,4390.0,,,154.0,,658.5,Unreal,
32298964,пров. Короленка 2/13,-harkov-osnovyanskiy-korolenko-pereulok-32298964.html,2,51 м²\ 40 м²\ 7 м²,2th of 6,30 500,2024-10-03,2025-01-24,4386.0,2025-01-29,4557.0,113.0,118.0,657.9,Unreal,3.9
32081132,просп. Науки,-harkov-shevchenkovskiy-nauki-prospekt-32081132.html,1,33 м²\ 18 м²\ 6 м²,4th of 5,12 500,2024-08-14,2025-01-24,4315.0,2025-01-29,4426.0,163.0,168.0,647.25,Unreal,2.57
25585174,вул. Москалівська,-harkov-tsentr-okalevkaya-lia-25585174.html,2,48 м²\ 35 м²\ 5 м²,1th of 2,26 000,2024-06-07,2025-01-24,4311.0,2025-01-29,4349.0,231.0,236.0,646.65,Unreal,0.88
26557439,"вул. Новоолександрівська 54А, кв.",-harkov-tsentr-ovoalekandovkaya-lia-26557439.html,2,49 м²\ 35 м²\ 12 м²,8th of 14,46 000,2024-06-17,2025-01-24,4260.0,2025-01-29,4286.0,221.0,226.0,639.0,Unreal,0.61
30912675,вул. Івана Каркача 73,-harkov-htz-ivana-karkacha-ulitsa-30912675.html,1,20 м²\ 16 м²\ 4 м²,4th of 5,10 000,2024-06-06,2025-01-24,4241.0,2025-01-29,4284.0,232.0,237.0,636.15,Unreal,1.01
31737464,вул. Клочківська 46,-harkov-kievskiy-klochkovskaya-ulitsa-31737464.html,2,80 м²\ 35 м²\ 12 м²,5th of 9,84 990,2024-06-14,2025-01-24,4239.0,2025-01-29,4300.0,224.0,229.0,635.85,Unreal,1.44
31731301,просп. Аерокосмічний 41/2,-harkov-slobodskoy-gagarina-prospekt-31731301.html,2,58 м²\ 38 м²\ 18 м²,5th of 16,49 800,2024-09-23,2025-01-24,4235.0,2025-01-29,4272.0,123.0,128.0,635.25,Unreal,0.87
32056782,вул. Літакова 15,-harkov-osnovyanskiy-samoletnaya-ulitsa-32056782.html,3,70 м²\ 58 м²\ 12 м²,2th of 9,50 000,2024-12-28,2025-01-24,4150.0,2025-01-29,4224.0,27.0,32.0,633.54,Unreal,0.84
32070623,просп. Героїв Харкова 3,-harkov-kievskiy-geroev-harkova-moskovskiy-prospekt-32070623.html,3,85 м²\ 50 м²\ 12 м²,2th of 7,75 000,2024-09-09,2025-01-24,4134.0,2025-01-29,4225.0,137.0,142.0,620.1,Unreal,2.2
30449156,вул. Георгія Тарасенка 121,-harkov-slobodskoy-plehanovskaya-ulitsa-30449156.html,1,18 м²\ 16 м²\ 2 м²,2th of 14,10 000,2024-06-25,2025-01-24,4101.0,2025-01-29,4157.0,213.0,218.0,615.15,Unreal,1.37
32303320,просп. Героїв Харкова 31,-harkov-saltovskiy-geroev-harkova-moskovskiy-prospekt-32303320.html,2,50.3 м²\ 32 м²\ 7.9 м²,3th of 5,33 000,2024-10-05,2025-01-24,4084.0,2025-01-29,4213.0,111.0,116.0,612.6,Unreal,3.16
31671221,вул. Новоолександрівська 54А корпус,-harkov-kievskiy-novoaleksandrovskaya-ulitsa-31671221.html,2,67 м²\ 40 м²,1th of 5,48 000,2024-07-05,2025-01-24,4069.0,,,203.0,,610.35,Unreal,
31942701,вул. Ньютона 115,-harkov-slobodskoy-nyutona-ulitsa-31942701.html,2,27.7 м²\ 17.5 м²\ 14 м²,2th of 5,11 300,2024-07-15,2025-01-24,4042.0,2025-01-29,4126.0,193.0,198.0,606.3,Unreal,2.08
30943861,вул. Дизельна 14,-harkov-osnovyanskiy-dizelnaya-lia-30943861.html,2,43 м²,3th of 6,35 000,2024-06-25,2025-01-24,3986.0,2025-01-29,4069.0,213.0,218.0,597.9,Unreal,2.08
32375204,"вул. Конторська 59, кв.",-harkov-goncharovka-kontorskaya-ulitsa-32375204.html,1,29.9 м²\ 18.8 м²\ 6.6 м²,1th of 2,8 500,2024-10-25,2025-01-24,3939.0,2025-01-29,4133.0,91.0,96.0,590.85,Unreal,4.93
31647204,вул. 92 бригади 16,-harkov-industrialnyy-sergeya-gritsevtsa-ulitsa-31647204.html,1,42.9 м²\ 21.5 м²\ 8.5 м²,1th of 9,15 500,2024-06-01,2025-01-24,3915.0,2025-01-29,3999.0,237.0,242.0,587.25,Unreal,2.15
31598776,просп. Любові Малої 49,-harkov-holodnogorskiy-lyubovi-maloy-prospekt-31598776.html,1,13.1 м²\ 11.1 м²,2th of 5,11 000,2024-09-03,2025-01-24,3880.0,2025-01-29,3930.0,143.0,148.0,582.0,Unreal,1.29
32396027,вул. Шекспіра 9,-harkov-pavlovo-pole-shekspira-ulitsa-32396027.html,1,35 м²\ 12 м²\ 3 м²,5th of 5,11 700,2024-10-30,2025-01-24,3830.0,2025-01-29,4020.0,86.0,91.0,574.5,Unreal,4.96
31882013,вул. Нескорених,-harkov-saltovskiy-geroev-truda-ulitsa-31882013.html,2,44.7 м²\ 30.4 м²\ 5.4 м²,2th of 5,16 500,2024-07-05,2025-01-24,3750.0,2025-01-29,3837.0,203.0,208.0,562.5,Unreal,2.32
28318228,вул. Академіка Барабашова 10Б,-harkov-kievskiy-barabashova-ulitsa-28318228.html,2,35 м²\ 19 м²\ 7 м²,6th of 9,23 000,2024-06-06,2025-01-24,3705.0,2025-01-29,3812.0,232.0,237.0,555.75,Unreal,2.89
32351162,просп. Любові Малої 30,-harkov-novobavarskiy-lyubovi-maloy-prospekt-32351162.html,2,46.9 м²\ 27.7 м²,7th of 9,17 000,2024-10-18,2025-01-24,3702.0,2025-01-29,3891.0,98.0,103.0,555.3,Unreal,5.11
30898461,вул. Новопрудна 9А,-harkov-pavlovo-pole-novoprudnaya-ulitsa-30898461.html,1,25.4 м²\ 17.1 м²,8th of 9,10 500,2024-04-11,2025-01-24,3668.0,2025-01-29,3712.0,288.0,293.0,550.2,Unreal,1.2
32170870,вул. Єдності 173,-harkov-nemyshlyanskiy-krasnodarskaya-ulitsa-32170870.html,2,44.8 м²\ 25.9 м²\ 6 м²,3th of 12,17 000,2024-09-18,2025-01-24,3663.0,2025-01-29,3746.0,128.0,133.0,549.45,Unreal,2.27
32367136,наб. Харківська 7/9,-harkov-kievskiy-harkovskaya-naberejnaya-32367136.html,1,38 м²\ 20 м²\ 9 м²,5th of 5,17 800,2024-10-24,2025-01-24,3644.0,2025-01-29,3770.0,92.0,97.0,546.6,Unreal,3.46
32230502,вул. Карпівська 22,-harkov-karpovskaya-ulitsa-32230502.html,2,50 м²,1th of 1,12 000,2024-09-13,2025-01-24,3642.0,2025-01-29,3757.0,133.0,138.0,546.3,Unreal,3.16
30857081,вул. Нескорених,-harkov-saltovskiy-geroev-truda-ulitsa-30857081.html,2,44.7 м²\ 30.4 м²\ 5.4 м²,2th of 5,17 200,2024-06-24,2025-01-24,3597.0,2025-01-29,3647.0,214.0,219.0,539.55,Unreal,1.39
27339418,наб. Гімназійна 4,-harkov-osnovyanskiy-imnaziekaya-nabeejnaya-27339418.html,2,58 м²\ 32 м²\ 10 м²,5th of 8,34 500,2024-06-11,2025-01-24,3555.0,2025-01-29,3591.0,227.0,232.0,533.25,Unreal,1.01
29183315,вул. Самсонівська 37,-harkov-samsonovskaya-ulitsa-29183315.html,3,60 м²\ 44.5 м²\ 5.6 м²,1th of 2,35 000,2024-09-02,2025-01-24,3523.0,2025-01-29,3548.0,144.0,149.0,528.45,Unreal,0.71
26187052,вул. Гарібальді 4,-harkov-saltovka-garibaldi-ulitsa-26187052.html,2,48 м²\ 20.5 м²\ 7.9 м²,2th of 5,17 000,2024-10-08,2025-01-24,3522.0,2025-01-29,3617.0,108.0,113.0,528.3,Unreal,2.7
30765903,вул. Каденюка 34,-harkov-novye-doma-tankopiya-ulitsa-30765903.html,2,46 м²\ 27 м²\ 6 м²,3th of 9,24 500,2024-06-25,2025-01-24,3513.0,2025-01-29,3563.0,213.0,218.0,526.95,Unreal,1.42
30287752,просп. Героїв Харкова 158,-harkov-nemyishlyanskiy-eoev-akova-okovkiy-popek-30287752.html,3,122 м²\ 74 м²\ 15 м²,5th of 14,79 000,2024-07-29,2025-01-24,3507.0,2025-01-29,3540.0,179.0,184.0,526.05,Unreal,0.94
26563768,вул. Познанська,-harkov-saltovskiy-oznankaya-lia-26563768.html,2,41 м²\ 27 м²\ 6 м²,3th of 5,33 500,2024-12-09,2025-01-24,3493.0,2025-01-29,3541.0,46.0,51.0,524.48,Unreal,1.32
31924948,вул. Куликівська 32,-harkov-kievskiy-kulikovskaya-ulitsa-31924948.html,1,16 м²\ 10 м²\ 4 м²,8th of 18,11 500,2024-07-11,2025-01-24,3493.0,2025-01-29,3585.0,197.0,202.0,523.95,Unreal,2.63
